,listing_id,id,date,reviewer_id,reviewer_name,comments
7474,28341274,1140970152,2023-09-21,346572614,Jonathan,"Great stay, wonderful hostess & highly recommend!"
16800,52836323,1919356517,2023-02-11,500235415,Carlos,great little place.
20253,1924422770,-2088914536,2023-08-06,458275326,Lauryn,"Overall, I would say that it was a great experience! Both hosts were responsive, the area was much more quiet than expected! I would say that the front of the apartment does not do it any justice , and if you are planning to stay here be willing to go out of your comfort zone in decorative design! I had a great stay 😁. Might book again 🤷🏾‍♀️"
3298,11639446,188519644,2017-08-29,147194670,Zachariah,"Adam's place was awesome. So nice meeting the guy and spending an evening. I went to work on a project in private and Adam was extremely accomadating. I got a lot of work done, and Adam made me a spinach and rice dish and special dessert that honestly left me feeling refreshed and balanced. The place is quaint and welcoming. I put 4 stars for location because the area is a bit edgy. Nevertheless I have an open mind and was able to meet a nice neighbor and enjoyed a walk to a nearby park. Adam is very dedicated to this, as his cafe downstairs is purely for his guests! This was really eye opening to me. Adam obviously values giving and passion over profit and I value him for that."
7149,25549565,-1990715347,2023-04-19,429923280,Chelsey,Thank you so much for allowing me to bring my puppy. We loved going on walks to the park!
20003,-1183525440,-539261932,2023-01-06,81976284,Cheryl,Great place and centrally located.  Aggie was very nice and helpful throughout our trip.  Thank you !!!!!
18856,585428096,-1880016161,2022-11-03,58368482,Adam,Great place to stay. Easy check in and host was very professional and easy to work with
16227,52241973,-1359464608,2022-10-28,400131106,Patricia,I had a great stay! The entrance was well lit which I appreciated. Jason gave great recommendations for food and drinks in the area!
7462,28341274,982896945,2023-06-19,189087383,Craig,She was very supportive for my son on his first road trip to a competition by himself. She took care he had a good time and safe. Communicative
17693,54126427,684536245,2022-10-17,137203231,Angela,"Excelente lugar… Es un apartamento maravilloso, espacioso y con todas las comodidades que buscas, sus alrededores son muy acogedores, tiene cerca supermercados, farmacias y restaurantes. Sin duda volveré a hospedarme allí."
19475,992038573,-1870442877,2022-08-14,366151090,Sonia,"Romel's place was as shown in the pictures. Lovely 3 bedroom with new beds, coverings, towels. The apartment was clean. I would definitely revisit this location."
8192,28722270,-2109745907,2021-07-13,186326036,Andrew,"Nice place, easy to get to. Good communication from host. Was helpful when experiencing an issue with the internet. Enjoyed a relaxing one night stay on way to next destination. It was raining so didn’t get out to see the city, but the apartment was very comfy for a night in."
19423,1222946856,-1861915826,2023-09-19,91128759,William,Gorgeous home!  All aspects of our stay exceeded our expectations!!!  Will recommend Thomas’s home to friends and family whenever they travel to the Albany area.
10212,34330970,705162822,2020-10-30,346800901,James,For the locality it’s definitely a hidden gem
17021,52863776,-1902008305,2023-10-03,166855428,Nicholas,Great place. I would definitely recommend it ! Very comfortable and well set up!
11915,40828178,629660441,2020-06-14,69421409,Nora,"We had a great experience staying at this apartment! Immaculately clean, comfortable, and safe. Lloyd was an excellent host."
9334,32993402,449825640,2019-05-07,251403166,Susan,"The entire place had a very disgusting and odd smell. The kitchen had 2 hot plates on top of a disconnected stove, which is kinda strange.  I don't know if the people above this apt are owners or other Airbnb renters, but they were loud until 4am on a Monday night."
11187,39836487,562667322,2019-11-11,247921875,Linnan,nice
10242,34330970,749137745,2021-04-16,314551532,Julaine,Very nice
10388,35793179,560095673,2019-11-05,248584654,Yoni,Great place! Recommend!
20257,1924422770,1882099886,2023-08-26,497084417,Jose,Really nice a peaceful place. Had no issues and the neighbors keep to themselves.
422,3820211,213013042,2017-11-19,150978059,Mike,Excellent stay!
10127,34330970,483504844,2019-07-07,273280250,Kevin,Okay
6242,24655782,437412866,2019-04-14,175732488,Corey,Great stay. Great communication. No complaints here only rave reviews. Would definitely stay again!
18870,585428096,1353038446,2023-03-12,227850588,Christophe,"Amazing apartment perfectly situated. Clean, well setup, easy to access. Lori is super reactive and always try to help. I honestly recommend Lori’s apartment"
11670,39873571,1357202076,2022-07-29,40059684,Colin,We loved the location and large rooms.Great communication from Adem.
9084,30189794,-370106986,2022-11-01,374893678,Michelle,I stayed for 5 nights in the Seashore suite and it was a very lovely and comfortable room.  The house is very quiet and I barely saw any of the other renters during my stay.  I had plenty of privacy. There are many common rooms to enjoy as well as enclosed front and back porches that were perfect for morning coffee/tea.  Off-street parking was available although I did not have a car with me. The place felt very cozy.  It is a very safe neighborhood with restaurants and a convenience store nearby.
19899,-489769874,1982580414,2022-12-10,38501423,Michael,"Hyacinth was responsive and answered all my questions. Check-in was easy. The rooms my friend and I stayed in were large, clean, cozy, and very warm. The house is located around the corner from a main road that takes you straight into Downtown Albany. All in all, I would recommend a stay here."
8355,28722270,1981905429,2023-01-16,9620010,Wes,"Our stay at earl's was nice.  It was definitely a low budget apartment, but it met our needs and price range. The neighborhood is not fantastic, but it is located right near the highway and other tourist attractions. The kitchen is pretty minimal, but the listing included pictures so it wasn't a surprise.<br/>We had a couple minor issues, but the host was extremely responsive and dealt with them immediately.<br/>Overall, we had a good stay, and I would recommend it to someone else looking for a low cost place to stay."
483,3820211,343125696,2018-10-30,120595775,Matthew,"Awesome apartment close to everything in Albany. Plenty of Restaurants, Bars and late night pizza right across the street. The apartment is in an old police precinct which is fun. Terra was beyond quick when I had questions and requests. I will definitely stay there again and totally recommend her place when you are in the Albany area."
3846,14989805,-1571603354,2021-11-27,57541928,Matt,"Peter's place was just what we needed while visiting family during the holidays. Very clean, well appointed, and an ideal location for our needs. Wouldn't hesitate recommending this place to others!"
14364,47440071,-1720021935,2022-04-24,145188856,Mary,"Clean, comfortable place to stay!"
1315,8915877,56169450,2015-12-09,9552117,Anna,"Molly's apartment was cozy, attractive, and clean. She thinks of lots of little ways to make the stay homey and we really enjoyed ourselves. The bed is super comfortable, and the washer/dryer are really convenient, especially for a long stay or if you're making a lot of stops on a long trip. It was really nice to have breakfast and coffee/tea included.<br/><br/>The apartment is in a convenient location downtown, close to the central shops, two parks, and easy access to the interstate. <br/><br/>We found it very easy to come and go and Molly was available by text to answer questions. I would absolutely come back and stay here again!"
17851,54369238,-5504518,2023-06-25,2556867,Sarah,"We had a very nice stay at Allen’s place. The house was clean and nicely decorated, and the bedrooms are upstairs, which made it easy to hang out after the kids were in bed. The neighborhood is very quiet, and close to cafes and restaurants on New Scotland. Allen was an excellent host - he responded quickly to our messages, and brought us an extra set of sheets when we asked for one. The only drawback of the house is that the beds aren’t super comfy - the master bed especially was a little saggy and soft for our middle-aged backs."
4941,20633175,472412784,2019-06-19,23966291,Laura,"Nice ground level place near park, Lark Street and hospital centers.  Very thoughtfully stocked refrigerator with a green vibe.  Has actual smoke detectors, small fire extinguisher and quality wiring for placing devices next to bed.  Very comfortable and homey.  I look forward to another stay."
14655,48052353,557627782,2022-07-09,29934895,Jim,Very nicely renovated with creative touches.  Right by the College of St. Rose Witherow their security office directly across the street.   A short Uber to downtown
19226,1300873558,-732479176,2023-03-10,152254027,Matt,2nd time at Sean's.  Happy with the stay.
5653,22431640,439750034,2019-04-19,97661635,Shams,Clean and very close to all the amenities.
20865,-1500678324,-1472125274,2023-04-22,409208254,Jillian,"Diana was an excellent host! So friendly and responsive. Really appreciated an early check in traveling with our kids! The apartment was in a great location if you’re looking to be close to the city. Lots to do, eat and see. The apartment itself has lots of potential. Could use some renovations and updates. But Loved the high ceilings and so spacious! All in all nice spot in the city!"
18616,1864548808,1751228448,2023-05-29,493901188,Dipika,"When I was looking for a place to stay during my daughter’s graduation in Albany Law School, I am glad that I came across this wonderful house on Airbnb. Everything was as perfect as it seemed online. <br/>The house is just perfect! Kitchen is compact and contains everything one needs. I especially like the extra and drinks snacks she provided. The bed is comfortable, bathroom and sofa bed were wonderful. There were extra linens, towels, and other stuff.  Location is incredible. Plenty of places to eat and a very wonderful neighbourhood. Most of the important places in an around the city was within walking distance. <br/>Kathryn is the most thoughtful, gracious host.  She even allowed us to check in early as we had a long flight and arrived little early. Thanks to her, we could get some rest. Together with Kathyrn, her husband Rajesh took great care of us. We had a great stay. I will come back and even recommend to my friends."
1576,9005989,126401396,2017-01-11,87602900,Linda,"The apartment was clean, comfortable and exactly as represented in the description. The location is centrally situated and within walking distance for tourist attractions, restaurants and shops.  I would recommend a stay without any qualifications."
12908,44180048,-2022365581,2023-03-20,162815215,Elena,"This stay was great. Exactly what I needed for a couple nights in Albany. Everything felt clean, and the apartment had a lot of charm. Lloyd was very responsive, helpful, and accommodating. The place was set up with anything you would need. I was there over the weekend, so street parking was super easy and there were always plenty of spaces right out front. Walkable to plenty of food options."
11607,39864828,1817666278,2022-10-15,6909426,Jacob,Matt’s a great host. His condo is in a great location and has everything you would need.  Checkin and parking are very convenient. You can’t go wrong with the stay.
10982,38321579,66013520,2022-08-28,476283807,Lauren,It was nice and clean and Finn was adorable
17719,54150131,1723764124,2022-05-22,50936618,Pooja,Really cozy house. The 6 of us had a very comfortable stay. Jared is a great host and very helpful.
6887,25549565,1376417004,2021-07-09,259508292,Kevin,"Janet’s place is everything I look for in an Airbnb- my own full space/bathroom, very clean, cool location, great price, and very friendly correspondence. It’s located in really cool historic neighborhood. I highly recommend this place to anyone who wants to stay in downtown Albany!"
12385,43208391,709730686,2020-11-18,354185654,Angel,Convenient and very clean.Plenty of space and the host is a prompt responder and friendly.I had a great stay.
21846,-74191909,-978208230,2023-12-04,549157437,Harshith,"Good stay, had a great time"
6311,24655782,590780269,2020-01-09,78785463,Whitney,Great comfortable place
19023,-138713049,-137448769,2023-06-09,343884101,Ella,"In a iffy location , definitely would not exit at night and walk around but overall a great stay"
1989,9005989,-1757514617,2021-10-22,131054458,Cherie,"Great location, a historic building, in a cool neighborhood, responsive host, easy check-in, comfortable bed, a clean bathroom, and good coffee. What else could you ask for???"
10528,35914565,506429973,2019-08-10,37778681,Eileen,"May want to clarify description to read that tub with jets doesn't work, entry to apartment building is not secure, and also WiFi is spotty. Positives were that it is a very nice apartment, well decorated, stocked with a lot of nice things, and free parking spot."
9298,32279028,1926295697,2023-07-01,49220514,Lisa,I had a great stay! Diana was super accommodating and the room was very clean and nice. Would definitely stay here again!
19789,-2077990776,-1611746261,2023-05-09,119272647,Charles,Great place and great location. Stayed here for 4 days and loved it. Easy to walk everywhere and great artwork to look at throughout the building
18114,-1385718193,652199849,2023-10-10,460780557,Deidra,"What a beautiful place! I thoroughly enjoyed my stay here. The bed was super comfy, and I had a great night’s sleep. <br/>It was dark when I arrived, and I put directions in through Waze, and it took turning around a few times to locate the house, but it’s right there. The home is stunning and hosts are nice and helpful. I’d love to stay again if I’m ever in the area again. Thank you!"
17614,54126427,-348362052,2022-01-15,359457093,Sarah,"Great, cozy place very centrally located. A very short walk to a variety of different places. Off-street parking was  awesome."
19464,1089191776,-1445382568,2023-03-26,356960180,Zaria,Johnny's place was perfect for a weekend getaway. He responded to my inquiries quickly and even gave us recommendations for restaurants. Check-in was smooth and the place was very clean.
7676,28400263,-264153911,2022-08-10,463511680,Jules,"Great stay , definitely worth it! Ed & Anne are lovely hosts and make you feel at home. <br/>Would definitely come back!"
121,1489424,250587632,2018-04-05,174543688,Sahar,Very welcoming and helpful recommendations for restaurants.
2609,10768745,252904459,2018-04-12,286723,Mariah,"Elizabeth is a warm and wonderful host and the place is very comfortable. It's also in a gorgeous, centrally located neighborhood. Excellent value for the money."
21182,1126075983,894115134,2023-08-20,234206908,Legna,"Great place! Clean, super nice, and excellent hosts. Can recommended to anyone who is visiting Albany, 100%! We had a great time. if you are looking for a nice, quiet environment to enjoy yourself, this is an amazing spot. They gave us good suggestions of where to go. Lovely spot. Looks beautiful also."
2802,10768745,646367030,2020-08-03,5897834,Susan,"Nice place! The house is charming, flowers all around and a front porch to die for! The neighborhood is very nice to walk in. Liz is very responsive and extremely helpful."
7178,25549565,1348255637,2023-07-07,62500081,Maria,The Airbnb was functional but not very clean. We found a bone under the couch which we suspect might have been left by previous renters’ dog (we hope so). The check-in process went smoothly and the location was good.
953,6623339,151199597,2017-05-11,2535580,Dorsey,Great location.  Clean and comfortable with a nice historic decor/charm.  Terra is a fantastic host - communicative and accommodating. 
18771,-1166811729,-119297189,2023-06-20,80137632,Maggie,"Linda’s place is exactly as described. It’s quiet, easy access, squeaky clean, street parking available. Super close/walking distance from all my favorite coffee shops downtown. Would love to stay again in the future. Thanks!"
19290,-2143993502,1957297670,2022-11-21,470399122,Fan,You can’t go wrong with a friendly and responsive host and a beautifully reserved and designed historical house. An absolute gem in the area. Highly recommended!
1330,8915877,61996922,2016-02-10,53641396,Emily,"Molly's place was fantastic.  Clean, comfortable and well appointed.  We did not lack for anything!  She checked in to see how we were doing and was responsive when I asked a question."
17435,53645427,883663258,2023-01-09,306496012,Malcolm,"Based upon the reviews, I was surprised on the issues we had.<br/>The location while not in the best of neighborhoods (it’s up and coming though) is very convenient and great to access most of downtown.<br/>First the positive - Linda was always responsive.  And also tried to resolve all issues.<br/>Some of the issues we had in our stay maybe an anomaly while some are likely not.<br/>The biggest issue that is likely not was noise between units.  While you may expect some noise, this was extreme and also late at night - video games played very loud past midnight downstairs and don’t want speculate what was going on upstairs between 3am-6am but every step could be heard through the ceiling.<br/>The biggest surprise (and most avoidable) was the unit was not clean - hairs, dirty bath rugs, not vacuumed rug in living room, food and stains on couches and chairs.   Linda sent the cleaners back and provided new bath rugs and other missing amenities - wash cloths and laundry detergent."
18890,585428096,590175874,2023-06-25,55272544,Kara,"We stayed one night at Lori's apartment on our way to VT for vacation. It was very spacious and nicely decorated. We have three young boys and they enjoyed the games and record player. We were able to walk to the nearby park and to get dinner. The neighborhood was a bit rougher than we expected. A neighbor played really loud music outside at 2 am and the bed was really firm, so we didn't sleep the best. Also, the floors are really creaky. Overall it was an ok experience, though I really appreciate the effort and care that Lori has put into her place."
12596,43955950,705887157,2020-11-01,38686731,Tina,"A beautiful home in a lovely area of Albany!  Check in was a breeze, and we found the home to be exceptionally clean and cozy.  The neighborhood was SO QUIET at night, it was easy to sleep well!  <br/>Diana was also super responsive during our stay, happy to share things to do and places to see-you can tell she really wants people to have a good stay.<br/>We had a wonderful stay and know that anyone who chooses this place will as well!"
4744,20519807,563332393,2019-11-12,90975861,Lindsey,"Excellent communication! House is nice, room was perfect, and I loved the water cooler! I’d stay here again."
7527,28400263,445602201,2019-04-29,64170480,Anthony,"Ed’s place was fantastic. Great service, beautiful house, and amazing value. 12/10 recommend!!"
1270,8035768,497390014,2019-07-28,224829549,Sumair,"Beautiful and comfortable, you won’t be disappointed."
18871,585428096,1191773134,2023-03-15,71626911,Alain,"Lori was very responsive. She answered all questions quickly.  The place is very clean, functional and nice.<br/>Excellent stay.<br/>Thank you Lori!"
4852,20620135,230572524,2018-01-28,17115710,Peter,Mycket bra värd! Perfekt läge till SUNY. Allt finns som man behöver.
1691,9005989,234916307,2018-02-14,130786083,Susan,Good night’s sleep after an evening walk to a concert at the Egg.
19173,-841767975,-1271836052,2023-08-24,429239798,Ismael,excelente apartamento muy limpio y una uvicasion perfecta
22026,435314856,790537405,2024-02-15,218162794,Nadia,Beautiful spacious place. Loved everything about it.
18623,1864548808,1179207102,2023-06-13,11309408,Adrienne,"We couldn't have asked for a better experience at Kathryn's beautiful garden apartment. Kathryn was kind and proactive with instructions and tips since we arrived during a festival, and made getting a visitor parking pass a breeze. The bed was comfortable, the entire space clean and cozy- with wonderful generous touches. We also can't recommend the location more- beautiful historic buildings amid the bustling center city! We'd definitely stay here again."
18843,585428096,-987095591,2022-08-02,10136902,Oluyinka,"This place is amazing. The location, amenities, comfortable, and perfect for our family."
11025,38321579,-1158601447,2023-02-23,414682721,Sue,I am a frequent guest at Diana’s- it’s a great value in a great neighborhood with a great host!
15580,51230498,-545160844,2022-01-22,19340036,Mary Ann,"Stayed at Sonya’s after seeing a show at Pauly’s Hotel, and went snowboarding the next day. Very lovely place— perfect for couples! Sonya was very communicative and thorough."
2974,10768745,-1059700879,2022-08-12,351758969,Brandon,"Great host, highly recommend staying here if your ever in the area"
9363,32993402,485289311,2019-07-10,75317433,Suzanne,Convenient location and great communication with Earl. Would return to this unit on our next stay in Albany.
14518,47943571,1091544166,2022-10-20,419044862,Sidney,Great location and rate!
20744,1299764,857334753,2023-05-14,253648972,Sara,"very spacious, clean totally as described. neighborhood a little weird...near men's shelter and no amenities in THAT part of town, but safe and comfortable. she provided basics which made the a.m. search for coffee joint a mute point. inability to pin down neighborhood is an ABB issue, and one I may need to double think going forward (would not like that area ifI were solo or with kids)"
18996,-138713049,-1125950398,2023-03-08,56218218,Arabez,Julia's place was comfortable and convenient.
4741,20519807,515935812,2019-08-23,38314738,Ciona,Amazing hosts and stay. The place was sparkling clean and very comfortable.  Everything I could have needed and more. They responded very promptly and were very hospitable. By far one of the best experiences I have had on this site. Thank you so much.
7559,28400263,491797212,2019-07-20,224394443,Débora,"The room was clean, cozy and beautiful! Loved it!"
1208,7563949,202259946,2017-10-10,153637656,Andrew,This place has incredible value and it was easy to feel at home.  I give Crystal a lot of credit for maintaining and upgrading her home so well.
21025,-1906869031,271425531,2023-04-16,214092244,Amanda,"Craig’s home was the perfect place to stay for us for a local dance competition. We had 3 moms and 4 daughters and it was more than enough room and very comfortable. It was very, very clean which we appreciated. The beds were very comfortable. The kitchen was stocked with everything you need. The home even had a cozy outdoor space to hang out in. Craig responded very quickly and was very accommodating when we needed to check in a little early. Would absolutely recommend this Airbnb."
13814,45529447,2074847230,2023-04-30,2316922,Nat,"Overall the stay at Linda’s place was easy and convenient. Short 5-10 mins Walking distance to the Albany Capitol centre, convention centre and Such which we needed to access for our event. Linda was very responsive and easy to get a hold of and check in was flexible and convenient.<br/>Street parking was super easy and there is also a lot that costs $10 a day to park in (cheaper than anywhere else) if you need something fast. <br/>This place easily would accommodate 4 people. It was just two of us and it was perfect for our needs. <br/>The only draw back I would say is this apartment is above a bar. Altho the patrons/workers are quiet they do smoke right below the windows of the apartment. And as such the apartment smells like cigarette smoke EVRRY time you enter. If you are very sensitive to smoke this might be a problem for you. <br/>Overall good and convenient stay close to everything we needed. And free street parking was a huge bonus!"
11812,40491172,649063563,2020-08-09,350555783,Francis,"Clean house, big parking lot and qick responses."
9194,32279028,533426210,2019-09-21,295353692,Mekhi,Great host loved the place would recommend everyone to book Diana
14480,47943571,-670196031,2022-02-18,122802957,Amanda,"Beautiful apartment with easy access. Comfortable sized bathroom and bedroom, no complaints. Had some difficulty with loud neighbors and immediately made host aware. He answered timely and reports he is taking care of the issue promptly. Would stay again after noise issues addressed!"
17743,54150131,857468558,2022-12-12,43410969,Susan,"This town home was perfect for our family’s get-together!  Fully equipped with cookware and everything we needed. The case of water and snacks he provided really came in handy.<br/>The place was warm and cozy, and the beds were very comfortable. <br/>We loved the location and everything about it!"
1090,6623339,354985758,2018-12-02,157657255,Jc,Found this place at a last minute and boy was I glad I did. It is truly incredible! Pictures do not do it justice. Super fresh and super clean. Area can get a little noisy sometimes as it is near a few local bars but it was never so much so that it became bothersome. This place is amazing too bad I only spent one night but there’s always next time! Thanks Terra!
3120,11253948,102898746,2016-09-19,886008,Elise,We had a lovely stay in Piotr's bungalow. He was extremely accommodating and flexible - communication was great. <br/>The bungalow was even better than described and had everything we needed. It is a work in progress but very well done and very comfortable. <br/>The location is excellent too - very convenient. <br/>I can't recommend it highly enough - one of our best AirBnB experiences. 
12793,44180048,-1630905019,2021-11-04,135382185,Anselmo,Great place! Definitely would stay here again!
13517,45313545,-982022572,2023-09-03,80813691,Kellen,"A beautiful home about 15 minutes from the park and the Albany YMCA, with off-street parking. The check-in instructions were clear and helpful. I had a great stay."
21045,-1906869031,2141415254,2023-08-13,3538089,Camille,"Gorgeous home,  glorious garden, gracious hosts, great location....who could ask for anything more?! We visited with a sizable group on our way up to camp in Speculator, NY. We had a very delightful weekend of dining, movies, mini-golf, museum visits and thrifting.  This was a great and central location -- nothing felt more than 15 mins drive away. HIGHLY recommended!"
1533,9005989,95365078,2016-08-19,5467000,Nathaniel,"This trip was a quick in and out trip. However, Sue's place was truly great and she attentive in coordinating the whole process. No complaints. "
6647,25549565,427396906,2019-03-23,93952101,Megan,"Janet is an amazing host! Very considerate and great communication, she even let me check in early when I had a super early flight into Albany. The space is very clean and comfortable, location is stellar. Would definitely stay here again!"
1411,8915877,127716984,2017-01-20,55125443,Jason,Molly's apartment is cozy and clean. Great WiFi and a fully equipped kitchen. It was perfect for our needs. 
14731,48052353,-1112059560,2024-02-25,56917300,Raaveen,Scott's place was great. Brigid was very responsive and made our stay great.  We had a bad bulb and she came right over to get it fixed.  The house was exactly as described; would definitely stay there again.
6105,24606880,527769766,2019-09-11,288525935,Mazuba,A great place to stay in a quiet neighborhood. Catch an exhibition at the Opalka Gallery of Sage College or take a walk to the beautiful Washington Park
5550,22431640,284981055,2018-07-02,12793221,Rachael,Great spot to spend the night. It was a heat wave but Jake had a portable air conditioner all set up. When it was leaking water he responded to my question immediately and then cane right over to fix it.
2614,10768745,259193540,2018-04-30,85644799,Callie,"Beautiful place, quiet and lovely neighborhood.  Very close to St. Peter's hospital.  Room had everything I needed and had such nice personal touches.  Truly felt like home and better than staying at an overpriced and noisy hotel!"
2636,10768745,301056305,2018-08-03,201512632,Nick,"Liz’s place is great. The room had some really nice touches that helped make the stay more comfortable. She was a welcoming and great, responsive host."
18926,1834463114,968612262,2022-11-21,350692204,Juan,Nice place to stay
15163,50171851,1028984991,2023-03-01,88754006,Amara,"Todd was an incredible host! Communication was great, he truly thought of everything. The space was cozy, super clean, and the decor was beautiful! It was in a great walkable location - I didn't need to use my car at all during my stay. Highly recommend!"
2664,10768745,349149564,2018-11-16,191447257,Dylan,"Very good communication, respected privacy and very hospitable!"
11026,38321579,-1686908462,2023-02-25,92879751,Jamie,Diana was a sweet and hospitable host. Her home is clean and cozy (and adorned with her beautiful artwork) and conveniently located in downtown Albany.
5438,22398196,262977901,2018-05-10,10012755,MARK & Lynda,"Amazing stay for an affordable price, Very close to Washington park if you are a runner!"
12281,42391372,-1998759369,2022-08-12,20545580,Klaas,Apartment was not free when we arrived. Evolve was forced to cancel and we had to another place last minute
5553,22431640,287766661,2018-07-08,6371436,Maya,Lovely and comfortable for two people. Thanks for a great stay!
10381,35793179,537409163,2019-09-28,267951865,Jordan,"Excellent place, perfect location within walking distance of multiple great areas. Ed was incredibly helpful and friendly."
8200,28722270,1183781846,2021-07-29,356031950,Karlie,Everything was great! Highly recommend staying here!
7765,28519423,703074687,2022-10-02,342477278,Manasia,"comfortable, clean ,safe area a great stay"
15249,50207226,-511881183,2022-02-07,147523142,Ashton,Amazing apartment and amazing host!
13056,44265426,-672375630,2021-06-23,10642604,Stephanie,"Second time staying here, very functional space in a great location. Highly recommend!"
16503,52569714,-253702603,2022-10-16,82936669,Danielle,Easy check-in and communication. Accurate to the photos and would easily book this again.
20523,1139812166,696823356,2023-03-03,418305241,Alisa,"Nice little place basement apt. Had microwave and good sized fridge. Nice area by the hospital and walkable to bus stops, amenities, stores. Was a little chilly temperature wise as I’m always cold. Had large workout room/office, room, living area and full bath. Parking can be tight and street parking can be used after 4pm M-F. Otherwise pleasant stay."
5929,22431640,585604093,2022-12-27,444602926,Anathe,"super nice place! lovely location, close to a lot of nice places!"
4896,20620135,671190593,2020-10-04,21663621,Jamie,"Staying in Albany ? Stay here ! Comfortable bedding, stylish space and close to everything you need. We loved our stay here and Peter was very helpful and communicative. He even left out sparkling water upon our arrival and left all the lights turned on since we arrived after dark. Thanks for the hospitality!"
9685,32993402,-1390810333,2022-12-11,242064954,Heather,The place was a central location to what we needed. It was nice and clean and plenty of space for us. No issues.
8030,28722270,625238569,2020-05-18,307358875,Sivaraj,Good place to stay
14981,48470454,-1138375719,2023-10-04,341795103,Seth,Peter was a great host once again
9014,29605579,724193087,2021-07-01,52556245,Matthew,Had another nice stay at Terra's Albany place!
6504,25549565,290039797,2018-07-13,17081195,Ross,Super convenient and cosy spot! We had a great experience and a really easy time 
4206,16531782,947081343,2023-08-10,515232045,Carsten,"Great stay, quiet neighbourhood"
15933,51592836,1672587861,2023-10-27,403262683,John,A great little apartment with historic charm. Great for a solo traveler or couple. Lots to do nearby. Easy free parking.
13775,45529447,964233537,2022-07-24,13281796,Caitlin,"Great communication, convenient and quiet location and very comfortable stay. Everything we needed was provided."
1767,9005989,347548323,2018-11-11,33811425,Hope,Sue's place was in an awesome location and had everything you'd want in a place to stay! Would definitely stay again if in the area
7724,28519423,338444089,2018-10-19,172693952,Αγγελική,Sharella was excellent at communicating with her guests!
9849,33558235,634023967,2020-07-02,350275262,Audrey,I absolutely love my stays at Earl's! Always happy to return!
14943,48172884,-462657367,2023-10-24,540584533,Sid,Felt like home! It was a great stay. Bela and Laurie made sure that I was comfortable. Thanks to you both!
14272,47345872,-706401065,2023-08-19,241687496,Chris,"The location is quite loud at night, so if you're a light sleeper, be forewarned. We weren't there for very long, but we noticed the apartment was fully equipped, especially the kitchen."
12959,44180048,1849846090,2023-10-29,253361064,Nadia,"Lovely brownstone, very clean, very comfortable bed, quiet, walking distance to many sights/restaurants/shops, lovely park across street. Lloyd was extremely helpful and friendly and responded quickly, was very conscientious and considerate. Would definitely stay again!"
12754,44180048,-318655640,2021-07-31,134582033,Kaley,"A super-host indeed! Lloyd has prepared for everything in his cozy, perfectly located apartment!"
10444,35793179,708327289,2022-06-24,164811262,Thomas,"Easy and most flexible stay, very comforting room in this old villa, Ed is a cool and relaxed guy! Thanks, Ed"
20448,-890870960,1424695165,2024-02-29,539456834,Yen Jung,It is located at a good place. Musab is super friendly!
5250,21752534,263247540,2018-05-11,41847196,Amélie,Very nice home! very well located if you are planning on visiting the city.
8487,28868857,483603244,2019-07-07,247804032,Stanislav,very nice and quite place close to the centre.<br/>felt comfortable<br/>thank you
12655,44180048,648306286,2020-08-08,138721634,Caleb,Great air bnb with an extremely helpful host.
12170,42092736,1601971782,2022-04-27,421630202,Colleen,Nice comfy place to rest. John is super friendly and very accommodating! His fur friends were very welcoming and happy to meet new friends. Great location close to St. Peter’s and Albany Med. Will definitely stay again :)
10076,33558235,889249643,2023-02-22,152556314,Brian,It was comfortable for our short stay in Albany.
18826,1909052115,-876400663,2023-07-27,99536468,Andrew,Angela is very helpful and responsive
15120,50171851,1726837841,2022-05-01,234776209,Alexandre,Très bel appartement. Très confortable et spacieux pour un couple. Nous avions toutes les commodités nécessaires et nous sentions que Todd était disponible et attentionné. Bien situé juste à côté de Washington Parc et de l'Empire State Plaza. Nous nous sommes sentis bien accueillis et à l'aise avec notre chien. L'endroit était d'une propreté irréprochable. Merci!
12216,42092736,794976344,2023-05-26,414620301,George,"John is a wonderful host. He coordinates with you to make sure he greets you when you arrive, and gives you the keys and basic house rules and you're good to go."
13730,45529447,-2003968543,2021-09-24,346332610,Angelica,"El apartamento es hermoso y xomodo,te sentirás como en tu casa."
1002,6623339,219480078,2017-12-17,52662538,Emma,"The apartment was more beautiful and stylish in person. Amazing location in Albany, the kitchen is fully stocked with everything you need. The apartment is large and bright. Check in was flawless and having a parking space made the whole experience better. I’d definitely recommend!"
5157,21392315,569728054,2019-11-27,82390795,Justin,"Cozy, with a usable kitchen. I wish I could stay there."
10571,35914565,709005455,2020-11-15,338304931,Abigail,"Diana was so kind, clearly communicated, and provided a great space!"
21126,1448220580,-89277629,2023-11-25,353057928,Alexander,Great host! Great place!
9398,32993402,536891530,2019-09-27,87809377,Elijah,"Very easy, convenient check in. Prompt, helpful communication. Plentiful bathroom amenities were above and beyond. Good amount of space for our group of seven to hang. Overall, a great experience, and well worth the price."
9710,32993402,-2069968408,2023-08-06,183969245,Donna,This is my fourth time staying. Earl is very friendly and quick with communication. The place is well taken care of and clean. Always a pleasant stay 😊
21340,-1640222172,-515091339,2023-05-31,27451070,Marilena,"casa pulitissima, vicino al centro, check out flessibile. grazie"
21229,-1374441337,912789999,2023-07-11,55149946,Sharon,"Blake was a great host, very responsive and considerate of my needs."
11628,39864828,1408428635,2023-03-12,6537429,Kathleen,"Quick stay but great location and really nice, unique space. Thank you!"
